edge_id,average_traveltime,green_time,freeflow_travel_time
31_0,585.48,20,58.4
41_0,584.296,20,58.4
01_0,73.06827309236948,20,55.15555555555555
10_0,69.156,20,55.15555555555555
12_0,67.85140562248996,20,55.15555555555555
13_0,65.33854166666667,20,55.15555555555555
14_0,65.27513227513228,20,55.15555555555555
21_0,74.068,20,55.15555555555555
31_0,595.348,20,55.15555555555555
41_0,585.04,20,55.15555555555555
01_0,68.97991967871486,20,52.252631578947366
10_0,65.668,20,52.252631578947366
12_0,64.1285140562249,20,52.252631578947366
13_0,61.770833333333336,20,52.252631578947366
14_0,61.73015873015873,20,52.252631578947366
21_0,70.26,20,52.252631578947366
31_0,595.348,20,52.252631578947366
41_0,583.988,20,52.252631578947366
01_0,66.44979919678715,20,49.64
10_0,62.012,20,49.64
12_0,61.100401606425706,20,49.64
13_0,58.575916230366495,20,49.64
14_0,58.87434554973822,20,49.64
21_0,67.26,20,49.64
31_0,591.468,20,49.64
41_0,586.072,20,49.64
01_0,64.2570281124498,20,47.27619047619047
10_0,58.952,20,47.27619047619047
12_0,58.096385542168676,20,47.27619047619047
13_0,55.895833333333336,20,47.27619047619047
14_0,56.09947643979058,20,47.27619047619047
21_0,64.048,20,47.27619047619047
31_0,591.468,20,47.27619047619047
41_0,584.344,20,47.27619047619047
01_0,61.726907630522085,20,45.127272727272725
10_0,55.272,20,45.127272727272725
12_0,55.506024096385545,20,45.127272727272725
13_0,53.00512820512821,20,45.127272727272725
14_0,54.27835051546392,20,45.127272727272725
21_0,61.164,20,45.127272727272725
31_0,579.816,20,45.127272727272725
41_0,576.48,20,45.127272727272725
01_0,59.855421686746986,20,43.165217391304346
10_0,52.852,20,43.165217391304346
12_0,52.78714859437751,20,43.165217391304346
13_0,51.015625,20,43.165217391304346
14_0,51.64766839378238,20,43.165217391304346
21_0,59.1,20,43.165217391304346
31_0,582.88,20,43.165217391304346
41_0,584.392,20,43.165217391304346
01_0,57.6425702811245,20,41.36666666666667
10_0,50.772,20,41.36666666666667
12_0,50.34136546184739,20,41.36666666666667
13_0,48.958333333333336,20,41.36666666666667
14_0,49.18324607329843,20,41.36666666666667
21_0,56.908,20,41.36666666666667
31_0,594.48,20,41.36666666666667
41_0,584.392,20,41.36666666666667
01_0,55.69076305220884,20,39.711999999999996
10_0,48.536,20,39.711999999999996
12_0,48.092369477911646,20,39.711999999999996
13_0,47.135416666666664,20,39.711999999999996
14_0,47.590673575129536,20,39.711999999999996
21_0,54.884,20,39.711999999999996
31_0,583.796,20,39.711999999999996
41_0,585.02,20,39.711999999999996
01_0,54.16064257028113,20,38.184615384615384
10_0,46.552,20,38.184615384615384
12_0,46.0722891566265,20,38.184615384615384
13_0,45.40414507772021,20,38.184615384615384
14_0,45.60526315789474,20,38.184615384615384
21_0,53.256,20,38.184615384615384
31_0,592.524,20,38.184615384615384
41_0,583.668,20,38.184615384615384
01_0,52.1285140562249,20,36.770370370370365
10_0,44.596,20,36.770370370370365
12_0,44.31325301204819,20,36.770370370370365
13_0,43.901041666666664,20,36.770370370370365
14_0,44.53846153846154,20,36.770370370370365
21_0,51.26,20,36.770370370370365
31_0,579.888,20,36.770370370370365
41_0,583.476,20,36.770370370370365
01_0,50.803212851405625,20,35.457142857142856
10_0,42.992,20,35.457142857142856
12_0,42.730923694779115,20,35.457142857142856
13_0,42.552083333333336,20,35.457142857142856
14_0,42.71052631578947,20,35.457142857142856
21_0,50.124,20,35.457142857142856
31_0,592.52,20,35.457142857142856
41_0,583.988,20,35.457142857142856
01_0,49.27710843373494,20,34.234482758620686
10_0,41.524,20,34.234482758620686
12_0,41.17670682730924,20,34.234482758620686
13_0,41.21875,20,34.234482758620686
14_0,41.715025906735754,20,34.234482758620686
21_0,48.8,20,34.234482758620686
31_0,582.88,20,34.234482758620686
41_0,584.724,20,34.234482758620686
01_0,48.285140562249,20,33.093333333333334
10_0,40.168,20,33.093333333333334
12_0,39.72289156626506,20,33.093333333333334
13_0,39.603092783505154,20,33.093333333333334
14_0,40.33507853403141,20,33.093333333333334
21_0,47.764,20,33.093333333333334
31_0,591.188,20,33.093333333333334
41_0,579.656,20,33.093333333333334
01_0,47.54618473895582,20,32.0258064516129
10_0,38.956,20,32.0258064516129
12_0,38.630522088353416,20,32.0258064516129
13_0,38.79057591623037,20,32.0258064516129
14_0,39.225130890052355,20,32.0258064516129
21_0,47.076,20,32.0258064516129
31_0,591.468,20,32.0258064516129
41_0,586.052,20,32.0258064516129
01_0,46.730923694779115,20,31.025
10_0,37.612,20,31.025
12_0,37.47791164658634,20,31.025
13_0,37.8860103626943,20,31.025
14_0,38.136842105263156,20,31.025
21_0,46.212,20,31.025
31_0,592.52,20,31.025
41_0,583.668,20,31.025
01_0,46.140562248995984,20,30.084848484848482
10_0,36.624,20,30.084848484848482
12_0,36.36546184738956,20,30.084848484848482
13_0,36.61139896373057,20,30.084848484848482
14_0,37.261780104712045,20,30.084848484848482
21_0,45.992,20,30.084848484848482
31_0,591.468,20,30.084848484848482
41_0,581.68,20,30.084848484848482
01_0,45.74698795180723,20,29.2
10_0,35.716,20,29.2
12_0,35.40963855421687,20,29.2
13_0,36.213541666666664,20,29.2
14_0,36.42931937172775,20,29.2
21_0,45.116,20,29.2
31_0,591.468,20,29.2
41_0,584.356,20,29.2
01_0,45.08433734939759,20,28.365714285714283
10_0,34.464,20,28.365714285714283
12_0,34.397590361445786,20,28.365714285714283
13_0,35.364583333333336,20,28.365714285714283
14_0,35.57068062827225,20,28.365714285714283
21_0,44.184,20,28.365714285714283
31_0,591.468,20,28.365714285714283
41_0,583.988,20,28.365714285714283
01_0,44.493975903614455,20,27.577777777777776
10_0,33.644,20,27.577777777777776
12_0,33.566265060240966,20,27.577777777777776
13_0,34.523316062176164,20,27.577777777777776
14_0,34.67724867724868,20,27.577777777777776
21_0,43.924,20,27.577777777777776
31_0,595.348,20,27.577777777777776
41_0,583.668,20,27.577777777777776
01_0,43.75903614457831,20,26.83243243243243
10_0,32.892,20,26.83243243243243
12_0,32.558232931726906,20,26.83243243243243
13_0,33.932291666666664,20,26.83243243243243
14_0,34.119791666666664,20,26.83243243243243
21_0,43.252,20,26.83243243243243
31_0,586.616,20,26.83243243243243
41_0,583.008,20,26.83243243243243
01_0,43.08433734939759,20,26.126315789473683
10_0,32.08,20,26.126315789473683
12_0,31.714859437751002,20,26.126315789473683
13_0,33.338541666666664,20,26.126315789473683
14_0,33.53403141361257,20,26.126315789473683
21_0,42.76,20,26.126315789473683
31_0,591.468,20,26.126315789473683
41_0,583.188,20,26.126315789473683
01_0,42.9277108433735,20,25.456410256410255
10_0,31.168,20,25.456410256410255
12_0,31.080321285140563,20,25.456410256410255
13_0,32.723958333333336,20,25.456410256410255
14_0,32.87434554973822,20,25.456410256410255
21_0,42.076,20,25.456410256410255
31_0,590.788,20,25.456410256410255
41_0,584.392,20,25.456410256410255
01_0,42.22489959839358,20,24.82
10_0,30.48,20,24.82
12_0,30.14457831325301,20,24.82
13_0,32.140625,20,24.82
14_0,32.382198952879584,20,24.82
21_0,42.016,20,24.82
31_0,594.48,20,24.82
41_0,583.012,20,24.82
01_0,41.93172690763052,20,24.214634146341464
10_0,29.72,20,24.214634146341464
12_0,29.526104417670684,20,24.214634146341464
13_0,31.673575129533678,20,24.214634146341464
14_0,31.827225130890053,20,24.214634146341464
21_0,41.436,20,24.214634146341464
31_0,594.48,20,24.214634146341464
41_0,583.668,20,24.214634146341464
01_0,41.369477911646584,20,23.638095238095236
10_0,29.156,20,23.638095238095236
12_0,28.97590361445783,20,23.638095238095236
13_0,31.155440414507773,20,23.638095238095236
14_0,31.357894736842105,20,23.638095238095236
21_0,41.136,20,23.638095238095236
31_0,594.956,20,23.638095238095236
41_0,583.668,20,23.638095238095236
01_0,40.911646586345384,20,23.088372093023256
10_0,28.644,20,23.088372093023256
12_0,28.369477911646587,20,23.088372093023256
13_0,30.817708333333332,20,23.088372093023256
14_0,30.941798941798943,20,23.088372093023256
21_0,40.664,20,23.088372093023256
31_0,595.348,20,23.088372093023256
41_0,584.392,20,23.088372093023256
01_0,40.369477911646584,20,22.563636363636363
10_0,27.884,20,22.563636363636363
12_0,27.70682730923695,20,22.563636363636363
13_0,30.291666666666668,20,22.563636363636363
14_0,30.554973821989527,20,22.563636363636363
21_0,40.136,20,22.563636363636363
31_0,591.468,20,22.563636363636363
41_0,583.924,20,22.563636363636363
01_0,40.36546184738956,20,22.06222222222222
10_0,27.456,20,22.06222222222222
12_0,27.34136546184739,20,22.06222222222222
13_0,29.926701570680628,20,22.06222222222222
14_0,30.150259067357513,20,22.06222222222222
21_0,40.4,20,22.06222222222222
31_0,582.876,20,22.06222222222222
41_0,586.004,20,22.06222222222222
01_0,40.07630522088353,20,21.582608695652173
10_0,27.088,20,21.582608695652173
12_0,26.783132530120483,20,21.582608695652173
13_0,29.602094240837697,20,21.582608695652173
14_0,29.74871794871795,20,21.582608695652173
21_0,40.156,20,21.582608695652173
31_0,576.992,20,21.582608695652173
41_0,584.524,20,21.582608695652173
01_0,39.45783132530121,20,21.123404255319148
10_0,26.548,20,21.123404255319148
12_0,26.42570281124498,20,21.123404255319148
13_0,29.359375,20,21.123404255319148
14_0,29.417989417989418,20,21.123404255319148
21_0,39.58,20,21.123404255319148
31_0,595.348,20,21.123404255319148
41_0,584.356,20,21.123404255319148
01_0,39.285140562249,20,20.683333333333334
10_0,26.112,20,20.683333333333334
12_0,25.943775100401606,20,20.683333333333334
13_0,29.025906735751295,20,20.683333333333334
14_0,29.28497409326425,20,20.683333333333334
21_0,39.26,20,20.683333333333334
31_0,582.684,20,20.683333333333334
41_0,583.668,20,20.683333333333334
01_0,38.93172690763052,20,20.261224489795918
10_0,25.656,20,20.261224489795918
12_0,25.51004016064257,20,20.261224489795918
13_0,28.875647668393782,20,20.261224489795918
14_0,28.80628272251309,20,20.261224489795918
21_0,39.06,20,20.261224489795918
31_0,592.296,20,20.261224489795918
41_0,583.668,20,20.261224489795918
01_0,38.75903614457831,20,19.855999999999998
10_0,25.34,20,19.855999999999998
12_0,25.196787148594378,20,19.855999999999998
13_0,28.460732984293195,20,19.855999999999998
14_0,28.713541666666668,20,19.855999999999998
21_0,38.784,20,19.855999999999998
31_0,586.656,20,19.855999999999998
41_0,586.004,20,19.855999999999998
01_0,136.09638554216866,21,99.28
10_0,135.976,21,99.28
12_0,132.37751004016064,21,99.28
13_0,116.4367816091954,21,99.28
14_0,120.51479289940828,21,99.28
21_0,138.684,21,99.28
31_0,658.644,21,99.28
41_0,644.952,21,99.28
01_0,123.40160642570281,21,90.25454545454545
10_0,122.664,21,90.25454545454545
12_0,119.13654618473896,21,90.25454545454545
13_0,107.16759776536313,21,90.25454545454545
14_0,109.10795454545455,21,90.25454545454545
21_0,124.024,21,90.25454545454545
31_0,644.62,21,90.25454545454545
41_0,632.168,21,90.25454545454545
01_0,109.27309236947791,21,82.73333333333333
10_0,110.74,21,82.73333333333333
12_0,108.53413654618474,21,82.73333333333333
13_0,98.36559139784946,21,82.73333333333333
14_0,100.11602209944752,21,82.73333333333333
21_0,111.456,21,82.73333333333333
31_0,629.132,21,82.73333333333333
41_0,610.528,21,82.73333333333333
01_0,100.85943775100401,21,76.36923076923077
10_0,102.704,21,76.36923076923077
12_0,99.26104417670683,21,76.36923076923077
13_0,91.2872340425532,21,76.36923076923077
14_0,89.73404255319149,21,76.36923076923077
21_0,103.728,21,76.36923076923077
31_0,607.852,21,76.36923076923077
41_0,604.688,21,76.36923076923077
01_0,95.16064257028113,21,70.91428571428571
10_0,90.884,21,70.91428571428571
12_0,91.285140562249,21,70.91428571428571
13_0,83.98994974874371,21,70.91428571428571
14_0,84.9090909090909,21,70.91428571428571
21_0,97.556,21,70.91428571428571
31_0,578.676,21,70.91428571428571
41_0,568.464,21,70.91428571428571
01_0,89.03212851405623,21,66.18666666666667
10_0,84.66,21,66.18666666666667
12_0,84.40562248995984,21,66.18666666666667
13_0,78.20603015075378,21,66.18666666666667
14_0,78.62,21,66.18666666666667
21_0,90.796,21,66.18666666666667
31_0,575.756,21,66.18666666666667
41_0,571.948,21,66.18666666666667
01_0,83.30522088353413,21,62.05
10_0,78.552,21,62.05
12_0,77.75100401606426,21,62.05
13_0,73.56796116504854,21,62.05
14_0,74.055,21,62.05
21_0,84.696,21,62.05
31_0,574.472,21,62.05
41_0,548.436,21,62.05
01_0,78.68273092369478,21,58.4
10_0,72.888,21,58.4
12_0,73.44979919678715,21,58.4
13_0,69.80788177339902,21,58.4
14_0,69.57766990291262,21,58.4
21_0,78.492,21,58.4
31_0,550.496,21,58.4
41_0,556.064,21,58.4
01_0,73.73092369477912,21,55.15555555555555
10_0,69.228,21,55.15555555555555
12_0,67.91967871485944,21,55.15555555555555
13_0,65.10628019323671,21,55.15555555555555
14_0,65.26086956521739,21,55.15555555555555
21_0,75.068,21,55.15555555555555
31_0,547.332,21,55.15555555555555
41_0,545.764,21,55.15555555555555
01_0,69.02409638554217,21,52.252631578947366
10_0,65.864,21,52.252631578947366
12_0,64.27710843373494,21,52.252631578947366
13_0,61.507246376811594,21,52.252631578947366
14_0,62.16425120772947,21,52.252631578947366
21_0,70.912,21,52.252631578947366
31_0,544.04,21,52.252631578947366
41_0,545.764,21,52.252631578947366
01_0,66.84738955823293,21,49.64
10_0,62.056,21,49.64
12_0,61.04819277108434,21,49.64
13_0,58.229268292682924,21,49.64
14_0,58.68292682926829,21,49.64
21_0,67.996,21,49.64
31_0,550.672,21,49.64
41_0,548.504,21,49.64
01_0,64.79919678714859,21,47.27619047619047
10_0,58.932,21,47.27619047619047
12_0,58.22088353413655,21,47.27619047619047
13_0,54.93658536585366,21,47.27619047619047
14_0,55.8390243902439,21,47.27619047619047
21_0,64.588,21,47.27619047619047
31_0,548.944,21,47.27619047619047
41_0,547.188,21,47.27619047619047
01_0,62.8714859437751,21,45.127272727272725
10_0,55.412,21,45.127272727272725
12_0,55.44578313253012,21,45.127272727272725
13_0,52.666666666666664,21,45.127272727272725
14_0,53.349514563106794,21,45.127272727272725
21_0,61.808,21,45.127272727272725
31_0,549.308,21,45.127272727272725
41_0,545.056,21,45.127272727272725
01_0,60.14859437751004,21,43.165217391304346
10_0,52.892,21,43.165217391304346
12_0,52.791164658634536,21,43.165217391304346
13_0,50.65071770334928,21,43.165217391304346
14_0,51.082926829268295,21,43.165217391304346
21_0,59.5,21,43.165217391304346
31_0,548.944,21,43.165217391304346
41_0,539.172,21,43.165217391304346
01_0,58.602409638554214,21,41.36666666666667
10_0,50.752,21,41.36666666666667
12_0,50.25301204819277,21,41.36666666666667
13_0,48.5625,21,41.36666666666667
14_0,49.398058252427184,21,41.36666666666667
21_0,57.452,21,41.36666666666667
31_0,545.012,21,41.36666666666667
41_0,542.036,21,41.36666666666667
01_0,56.18072289156626,21,39.711999999999996
10_0,48.56,21,39.711999999999996
12_0,48.032128514056225,21,39.711999999999996
13_0,46.68269230769231,21,39.711999999999996
14_0,47.50480769230769,21,39.711999999999996
21_0,55.268,21,39.711999999999996
31_0,543.076,21,39.711999999999996
41_0,542.024,21,39.711999999999996
01_0,54.59839357429719,21,38.184615384615384
10_0,46.592,21,38.184615384615384
12_0,46.05220883534137,21,38.184615384615384
13_0,45.53883495145631,21,38.184615384615384
14_0,45.47317073170732,21,38.184615384615384
21_0,53.976,21,38.184615384615384
31_0,548.944,21,38.184615384615384
41_0,546.948,21,38.184615384615384
01_0,52.903614457831324,21,36.770370370370365
10_0,44.692,21,36.770370370370365
12_0,44.24899598393574,21,36.770370370370365
13_0,43.53365384615385,21,36.770370370370365
14_0,43.853658536585364,21,36.770370370370365
21_0,51.832,21,36.770370370370365
31_0,551.064,21,36.770370370370365
41_0,542.044,21,36.770370370370365
01_0,51.269076305220885,21,35.457142857142856
10_0,43.04,21,35.457142857142856
12_0,42.75903614457831,21,35.457142857142856
13_0,41.90243902439025,21,35.457142857142856
14_0,42.56585365853658,21,35.457142857142856
21_0,50.712,21,35.457142857142856
31_0,548.944,21,35.457142857142856
41_0,544.752,21,35.457142857142856
01_0,49.82730923694779,21,34.234482758620686
10_0,41.552,21,34.234482758620686
12_0,41.24899598393574,21,34.234482758620686
13_0,40.65365853658537,21,34.234482758620686
14_0,41.26829268292683,21,34.234482758620686
21_0,49.144,21,34.234482758620686
31_0,551.084,21,34.234482758620686
41_0,544.752,21,34.234482758620686
01_0,48.799196787148595,21,33.093333333333334
10_0,40.26,21,33.093333333333334
12_0,39.859437751004016,21,33.093333333333334
13_0,39.71634615384615,21,33.093333333333334
14_0,40.078048780487805,21,33.093333333333334
21_0,48.384,21,33.093333333333334
31_0,548.944,21,33.093333333333334
41_0,542.348,21,33.093333333333334
01_0,48.21285140562249,21,32.0258064516129
10_0,38.9,21,32.0258064516129
12_0,38.63453815261044,21,32.0258064516129
13_0,38.34634146341463,21,32.0258064516129
14_0,39.03431372549019,21,32.0258064516129
21_0,47.352,21,32.0258064516129
31_0,550.98,21,32.0258064516129
41_0,544.752,21,32.0258064516129
01_0,47.48995983935743,21,31.025
10_0,37.776,21,31.025
12_0,37.44979919678715,21,31.025
13_0,38.13235294117647,21,31.025
14_0,38.26923076923077,21,31.025
21_0,46.48,21,31.025
31_0,542.836,21,31.025
41_0,554.04,21,31.025
01_0,46.94779116465863,21,30.084848484848482
10_0,36.704,21,30.084848484848482
12_0,36.36546184738956,21,30.084848484848482
13_0,36.64251207729468,21,30.084848484848482
14_0,37.38755980861244,21,30.084848484848482
21_0,46.04,21,30.084848484848482
31_0,540.8,21,30.084848484848482
41_0,542.588,21,30.084848484848482
01_0,46.18473895582329,21,29.2
10_0,35.704,21,29.2
12_0,35.44979919678715,21,29.2
13_0,36.179611650485434,21,29.2
14_0,36.1609756097561,21,29.2
21_0,45.668,21,29.2
31_0,548.944,21,29.2
41_0,546.948,21,29.2
01_0,45.51807228915663,21,28.365714285714283
10_0,34.696,21,28.365714285714283
12_0,34.48192771084337,21,28.365714285714283
13_0,34.90731707317073,21,28.365714285714283
14_0,35.33170731707317,21,28.365714285714283
21_0,44.788,21,28.365714285714283
31_0,548.944,21,28.365714285714283
41_0,544.752,21,28.365714285714283
01_0,44.863453815261046,21,27.577777777777776
10_0,33.884,21,27.577777777777776
12_0,33.433734939759034,21,27.577777777777776
13_0,34.3125,21,27.577777777777776
14_0,34.61951219512195,21,27.577777777777776
21_0,44.412,21,27.577777777777776
31_0,548.944,21,27.577777777777776
41_0,542.044,21,27.577777777777776
01_0,44.08433734939759,21,26.83243243243243
10_0,32.912,21,26.83243243243243
12_0,32.65060240963855,21,26.83243243243243
13_0,33.9126213592233,21,26.83243243243243
14_0,34.1219512195122,21,26.83243243243243
21_0,43.812,21,26.83243243243243
31_0,553.512,21,26.83243243243243
41_0,546.948,21,26.83243243243243
01_0,43.85140562248996,21,26.126315789473683
10_0,31.936,21,26.126315789473683
12_0,31.80722891566265,21,26.126315789473683
13_0,32.99038461538461,21,26.126315789473683
14_0,33.5024154589372,21,26.126315789473683
21_0,43.128,21,26.126315789473683
31_0,542.94,21,26.126315789473683
41_0,542.044,21,26.126315789473683
01_0,43.369477911646584,21,25.456410256410255
10_0,31.18,21,25.456410256410255
12_0,31.116465863453815,21,25.456410256410255
13_0,32.36407766990291,21,25.456410256410255
14_0,32.859223300970875,21,25.456410256410255
21_0,42.96,21,25.456410256410255
31_0,545.012,21,25.456410256410255
41_0,545.868,21,25.456410256410255
01_0,42.83132530120482,21,24.82
10_0,30.496,21,24.82
12_0,30.29718875502008,21,24.82
13_0,31.845410628019323,21,24.82
14_0,32.2,21,24.82
21_0,42.408,21,24.82
31_0,548.944,21,24.82
41_0,545.056,21,24.82
01_0,42.42570281124498,21,24.214634146341464
10_0,29.88,21,24.214634146341464
12_0,29.694779116465863,21,24.214634146341464
13_0,31.54368932038835,21,24.214634146341464
14_0,31.66829268292683,21,24.214634146341464
21_0,41.952,21,24.214634146341464
31_0,551.084,21,24.214634146341464
41_0,546.948,21,24.214634146341464
01_0,41.441767068273094,21,23.638095238095236
10_0,29.204,21,23.638095238095236
12_0,28.995983935742974,21,23.638095238095236
13_0,31.116504854368934,21,23.638095238095236
14_0,31.170731707317074,21,23.638095238095236
21_0,41.86,21,23.638095238095236
31_0,548.944,21,23.638095238095236
41_0,546.308,21,23.638095238095236
01_0,41.393574297188756,21,23.088372093023256
10_0,28.796,21,23.088372093023256
12_0,28.457831325301203,21,23.088372093023256
13_0,30.550239234449762,21,23.088372093023256
14_0,30.790243902439023,21,23.088372093023256
21_0,41.084,21,23.088372093023256
31_0,548.944,21,23.088372093023256
41_0,539.164,21,23.088372093023256
01_0,41.196787148594375,21,22.563636363636363
10_0,28.2,21,22.563636363636363
12_0,27.97590361445783,21,22.563636363636363
13_0,30.14423076923077,21,22.563636363636363
14_0,30.492822966507177,21,22.563636363636363
21_0,40.8,21,22.563636363636363
31_0,540.768,21,22.563636363636363
41_0,540.204,21,22.563636363636363
01_0,40.666666666666664,21,22.06222222222222
10_0,27.476,21,22.06222222222222
12_0,27.417670682730925,21,22.06222222222222
13_0,29.71014492753623,21,22.06222222222222
14_0,30.047846889952154,21,22.06222222222222
21_0,40.712,21,22.06222222222222
31_0,540.8,21,22.06222222222222
41_0,542.58,21,22.06222222222222
01_0,40.3574297188755,21,21.582608695652173
10_0,27.264,21,21.582608695652173
12_0,27.02008032128514,21,21.582608695652173
13_0,29.495192307692307,21,21.582608695652173
14_0,29.71219512195122,21,21.582608695652173
21_0,40.848,21,21.582608695652173
31_0,548.944,21,21.582608695652173
41_0,542.044,21,21.582608695652173
01_0,40.28112449799197,21,21.123404255319148
10_0,26.632,21,21.123404255319148
12_0,26.481927710843372,21,21.123404255319148
13_0,29.134615384615383,21,21.123404255319148
14_0,29.41747572815534,21,21.123404255319148
21_0,39.956,21,21.123404255319148
31_0,545.012,21,21.123404255319148
41_0,542.036,21,21.123404255319148
01_0,39.9277108433735,21,20.683333333333334
10_0,26.296,21,20.683333333333334
12_0,26.120481927710845,21,20.683333333333334
13_0,29.014563106796118,21,20.683333333333334
14_0,29.145631067961165,21,20.683333333333334
21_0,39.616,21,20.683333333333334
31_0,549.336,21,20.683333333333334
41_0,546.948,21,20.683333333333334
01_0,39.89558232931727,21,20.261224489795918
10_0,25.948,21,20.261224489795918
12_0,25.839357429718877,21,20.261224489795918
13_0,28.60096153846154,21,20.261224489795918
14_0,28.839805825242717,21,20.261224489795918
21_0,39.5,21,20.261224489795918
31_0,549.336,21,20.261224489795918
41_0,542.348,21,20.261224489795918
01_0,39.48995983935743,21,19.855999999999998
10_0,25.396,21,19.855999999999998
12_0,25.393574297188756,21,19.855999999999998
13_0,28.370192307692307,21,19.855999999999998
14_0,28.524271844660195,21,19.855999999999998
21_0,39.24,21,19.855999999999998
31_0,550.368,21,19.855999999999998
41_0,542.036,21,19.855999999999998
01_0,136.8835341365462,22,99.28
10_0,135.592,22,99.28
12_0,131.61847389558233,22,99.28
13_0,118.61797752808988,22,99.28
14_0,119.85,22,99.28
21_0,139.808,22,99.28
31_0,636.324,22,99.28
41_0,636.748,22,99.28
01_0,124.27710843373494,22,90.25454545454545
10_0,123.06,22,90.25454545454545
12_0,119.2289156626506,22,90.25454545454545
13_0,106.37362637362638,22,90.25454545454545
14_0,110.07065217391305,22,90.25454545454545
21_0,124.58,22,90.25454545454545
31_0,627.036,22,90.25454545454545
41_0,625.332,22,90.25454545454545
01_0,110.78714859437751,22,82.73333333333333
10_0,110.74,22,82.73333333333333
12_0,108.35742971887551,22,82.73333333333333
13_0,97.73195876288659,22,82.73333333333333
14_0,98.7434554973822,22,82.73333333333333
21_0,112.172,22,82.73333333333333
31_0,604.836,22,82.73333333333333
41_0,591.492,22,82.73333333333333
01_0,101.23293172690764,22,76.36923076923077
10_0,102.644,22,76.36923076923077
12_0,99.1566265060241,22,76.36923076923077
13_0,89.91542288557214,22,76.36923076923077
14_0,91.50753768844221,22,76.36923076923077
21_0,104.408,22,76.36923076923077
31_0,581.572,22,76.36923076923077
41_0,567.58,22,76.36923076923077
01_0,95.57831325301204,22,70.91428571428571
10_0,90.98,22,70.91428571428571
12_0,91.43373493975903,22,70.91428571428571
13_0,84.81159420289855,22,70.91428571428571
14_0,84.4950495049505,22,70.91428571428571
21_0,98.444,22,70.91428571428571
31_0,569.72,22,70.91428571428571
41_0,550.0,22,70.91428571428571
01_0,89.78714859437751,22,66.18666666666667
10_0,84.728,22,66.18666666666667
12_0,84.72289156626506,22,66.18666666666667
13_0,79.20772946859903,22,66.18666666666667
14_0,78.2621359223301,22,66.18666666666667
21_0,91.184,22,66.18666666666667
31_0,556.808,22,66.18666666666667
41_0,550.108,22,66.18666666666667
01_0,84.1726907630522,22,62.05
10_0,78.74,22,62.05
12_0,78.02409638554217,22,62.05
13_0,73.4225352112676,22,62.05
14_0,74.80094786729858,22,62.05
21_0,84.824,22,62.05
31_0,545.76,22,62.05
41_0,531.928,22,62.05
01_0,79.3132530120482,22,58.4
10_0,72.848,22,58.4
12_0,73.37751004016064,22,58.4
13_0,68.75688073394495,22,58.4
14_0,70.07870370370371,22,58.4
21_0,79.064,22,58.4
31_0,526.284,22,58.4
41_0,513.292,22,58.4
01_0,74.20883534136546,22,55.15555555555555
10_0,69.38,22,55.15555555555555
12_0,67.91164658634538,22,55.15555555555555
13_0,64.86301369863014,22,55.15555555555555
14_0,66.82710280373831,22,55.15555555555555
21_0,75.132,22,55.15555555555555
