edge_id,average_traveltime
12,115.16411764705882
21,3.647777777777778
23,51.03588235294118
26,4.1499999999999995
29,3.179375
32,86.373
34,44.72117647058823
37,4.099473684210526
43,72.755
45,2.519230769230769
48,4.0920000000000005
54,89.46066666666667
62,147.675625
73,62.15823529411765
84,6510.7300000000005
92,12.932307692307692
103,40.27375
114,147.905
310,3.148125
411,3.433333333333333
