edge_id,average_traveltime
12,46.902
21,11.592222222222222
23,65.349
26,11.002222222222223
29,10.337777777777779
32,58.449
34,21.096666666666668
37,11.142222222222223
43,40.271
45,10.926666666666668
48,11.318888888888889
54,35.376
62,22.257777777777775
73,21.71777777777778
84,29.365555555555552
92,21.455555555555556
103,21.71
114,28.599999999999998
310,10.195555555555556
411,10.682222222222222
