edge_id,average_traveltime
12,38.78
21,11.51375
23,24.16875
26,11.131428571428572
29,10.320000000000002
32,27.07375
34,31.70125
37,11.549999999999999
43,24.92625
45,10.620000000000001
48,11.861428571428572
54,37.70625
62,29.037142857142857
73,29.771428571428572
84,30.527142857142856
92,29.674285714285713
103,30.017142857142858
114,29.154285714285713
310,10.785714285714286
411,10.971428571428572
